5190-4;Hepatitis-B-Virus e Antikörper [Einheiten/Volumen] in Serum mit Radioimmunoassay
54375-1;Creatinin [Mol/Volumen] in Pleuraflüssigkeit
5640-8;Ethanol [Masse/Volumen] in Blut
53533-6;Herpes-simplex-Virus IgG-Antikörper [Nachweis] in Körperflüssigkeit mit Immunoassay
47361-1;Treponema pallidum IgG-Antikörper [Nachweis] in Serum von Donor mit Immunoassay
35794-7;Dirithromycin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)
15598-6;Kanarienvogelfeder IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
15630-7;Aesculus hippocastanum IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
92969-5;Legionella pneumophila DNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Detektion ohne Sonde
21123-5;Weizenkleie IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
92984-4;Enterobacter cloacae-Komplex DNA [#/Volumen (Messbereiche)] in Sputum mit Nukleinsäureamplifikation mit Detektion ohne Sonde
18973-8;Pyrazinamid [Empfindlichkeit]
2595-7;Magnesium [Mol/Volumen] in Dialysat
25753-5;Rotavirus IgG-Antikörper [Nachweis] in Serum mit Immunoassay
56536-6;Thyreoglobulin Antikörper [Einheiten/Volumen] in Serum oder Plasma mit Immunoassay
43025-6;Herpes-Virus Typ 6 IgM-Antikörper [Titer] in Zerebrospinalflüssigkeit
31366-8;Endomysium IgA-Antikörper [Einheiten/Volumen] in Serum
56589-5;Dehydroepiandrosteron (DHEA) [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach XXX Stimulation
2599-9;Magnesium [Mol/Zeit] in 24-Stunden-Urin
72846-9;Hepatitis-B-Virus Codon 194 [Nachweis oder Identität] mit genotypischer Methode
69949-6;Epstein-Barr-Viruskapsid IgG-Antikörperavidität [Nachweis] in Serum mit Immunoassay
48669-6;Albumin und Immunglobulin-Quotient [Interpretation] in Serum und Zerebrospinalflüssigkeit
32689-2;Herpes-simplex-Virus identifiziert im Auge mit erregerspezifischer Kultur
16723-9;Dehydroepiandrosteron-Sulfat (DHEA-S) [Masse/Volumen] in Serum oder Plasma --2. Probenmaterial nach XXX Stimulation
5909-7;Blutausstrich-Befund [Nachweis oder Identität] in Blut mit Lichtmikroskopie
44516-3;Herpes-simplex-Virus Antigen [Nachweis] in Zervix mit Immunfluoreszenztest
25387-2;Cyanid [Mol/Volumen] in Serum oder Plasma
5337-1;Speicheldrüsen Antikörper [Einheiten/Volumen] in Serum
426-7;Pyrazinamid [Empfindlichkeit] mit bakterizider Aktivität im Serum
31851-9;Herpes-simplex-Virus Typ 2 Antigen [Nachweis] in Probenmaterial
27823-4;Protein S Antigen aktuell/normal in thrombozytenarmem Plasma mit Immunoassay
34918-3;Sezary-Zellen [#/Volumen] in Blut
34382-2;Treponema pallidum Antikörper [Titer] in Serum mit Immunfluoreszenztest
8838-5;Beobachtungszeitraum
27135-3;Tryptophan [Mol/Volumen] in Amnionflüssigkeit
5965-9;Plasmininhibitor [Einheiten/Volumen] in thrombozytenarmem Plasma mit chromogener Methode
43589-1;Shigella sp Antikörper [Nachweis] in Serum
12940-3;Thyreotropin [Einheiten/Volumen] in Serum oder Plasma --30 Minuten vor XXX Stimulation
31137-3;Kokain [Masse/Volumen] in Gallenflüssigkeit
16690-0;Creatinin [Masse/Zeit] in 72-Stunden-Urin
13270-4;Mycoplasma pneumoniae IgA-Antikörper [Einheiten/Volumen] in Serum
86861-2;Dengue-Virus 4 neutralisierender Antikörper [Titer] in Probenmaterial mit Neutralisationstest
1971-1;Bilirubin.indirekt [Masse/Volumen] in Serum oder Plasma
6156-4;Chenopodium album IgE-Antikörper [Einheiten/Volumen] in Serum
55679-5;Framycetin [Empfindlichkeit] mit Gradientenstreifen
27068-6;Purkinjezellen Antikörper [Einheiten/Volumen] in Serum
22126-7;Borrelia burgdorferi IgG-Antikörper [Einheiten/Volumen] in Zerebrospinalflüssigkeit
88211-8;Rabies-Virus Antigen [Nachweis] in Zerebrospinalflüssigkeit mit Immunoassay
28005-7;MTHFR-Gen.c.677C>T [Genotyp] in Blut oder Gewebe, molekulargenetisch - Nominal
12941-1;Thyreotropin [Einheiten/Volumen] in Serum oder Plasma --2. Probenmaterial nach XXX Stimulation
14639-9;Carbamazepin [Mol/Volumen] in Serum oder Plasma
17828-5;CD16-Zellen/100 Zellen in Körperflüssigkeit
32344-4;Urobilin [Nachweis] in Stuhl
94832-3;Varicella-Zoster-Virus DNA [log Einheiten/Volumen] (Viruslast) in Amnionflüssigkeit mit Nukleinsäureamplifikation mit Sondendetektion
76496-9;Komplement C4 [Mol/Volumen] in Serum oder Plasma
74857-4;West-Nil-Virus RNA [Nachweis] in Serum oder Plasma von Donor mit Nukleinsäureamplifikation mit Sondendetektion
3663-2;Gentamicin [Masse/Volumen] in Serum oder Plasma --Spitze
47764-6;Somatotropin [Einheiten/Volumen] in Serum oder Plasma --2 Stunden nach Dosis Arginin
22333-9;Herpes-simplex-Virus Typ 1 IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit
32145-5;Phosphat-Kristalle amorph [#/Fläche] in Urinsediment mit Lichtmikroskopie, hohe Vergrösserung
26740-1;Hydroxyprolin [Mol/Volumen] in Urin
54905-5;Norovirus Genotypgruppe I RNA [Nachweis] in Stuhl mit Nukleinsäureamplifikation mit Sondendetektion
6218-2;Ananas comosus IgE-Antikörper [Einheiten/Volumen] in Serum
96559-0;Testosteron frei [Mol/Volumen] in Serum oder Plasma, berechnet
138-8;Ceftizoxim [Empfindlichkeit] mit Agardiffusion
10896-9;Östliche-Pferdeenzephalomyelitis-Virus IgG-Antikörper [Titer] in Serum mit Immunfluoreszenztest
479-6;Talampicillin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK)
43192-4;Legionella pneumophila 2+3+4+5+6+8 Antikörper [Titer] in Serum mit Immunfluoreszenztest
66493-8;Epstein-Barr-Virus nukleärer 1 IgG-Antikörper [Einheiten/Volumen] in Serum
13312-4;IgA IgG-Antikörper [Einheiten/Volumen] in Serum oder Plasma
33313-8;Rheumafaktor IgA [Einheiten/Volumen] in Serum
32515-9;CD3+CD4+ (T4-Helfer)-Zellen [#/Volumen] in Probenmaterial
51630-2;Schistozyten/1000 Erythrozyten in Blut mit Lichtmikroskopie
58409-4;Andere Zellen/100 Leukozyten in Blut mit automatisierter Zählung
22416-2;Mumps-Virus IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit
30351-1;Hämoglobin [Masse/Volumen] in gemischt-venösem Blut
14874-2;Phenobarbital [Mol/Volumen] in Serum oder Plasma
6226-5;Ratten-Urinproteine IgE-Antikörper [Einheiten/Volumen] in Serum
98979-8;Glomeruläre Filtrationsrate/1,73 qm.geschätzt [Volumenrate/Fläche] in Serum, Plasma oder Blut mit Creatinin-basierte Formel (CKD-EPI 2021)
49534-1;Influenza-Virus B Antigen [Nachweis] in Isolat mit Immunfluoreszenztest
13821-4;Harnstoff-Stickstoff/Creatinin [Massenverhältnis] in 24-Stunden-Urin
121-4;Cefpodoxim [Empfindlichkeit] mit Agardiffusion
14181-2;Uroporphyrin [Masse/Masse] in 24-Stunden-Stuhl
57389-9;Harnstoff [Masse/Volumen] in 12-Stunden-Urin
7627-3;Ipomoea batatas IgE-Antikörper [Einheiten/Volumen] in Serum
2594-0;Magnesium [Mol/Volumen] in Zerebrospinalflüssigkeit
96113-6;Rifabutin [Empfindlichkeit] mit genotypischer Methode
71771-0;Marburg-Virus IgM-Antikörper [Nachweis] in Serum mit Immunoassay
51438-0;Protein.monoklonale Bande 2 [Masse/Volumen] in 24-Stunden-Urin mit Elektrophorese
25527-3;Silber [Mol/Volumen] in Serum oder Plasma
13888-3;Lactatdehydrogenase 3/Lactatdehydrogenase.gesamt in Urin mit Elektrophorese
50378-9;von Willebrand Faktor (vWf).Kollagen-Bindungsaktivität/von-Willebrand-Faktor (vWf)-Antigen [Verhältnis] in thrombozytenarmem Plasma mit Immunoassay
17389-8;Ornithin [Nachweis] in Urin
5162-3;Fasciola hepatica Antikörper [Einheiten/Volumen] in Serum
44085-9;Xyloseabsorption [Interpretation] in Urin und Serum oder Plasma
83116-4;Testosteron [Masse/Volumen] in Serum oder Plasma mit Immunoassay
24128-1;Bordetella pertussis.Pertussis-Toxin IgA-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay
80349-4;Escherichia coli enteroaggregativ pAA-Plasmid aggR+aatA-Gene [Nachweis] in Stuhl mit Nukleinsäureamplifikation mit Detektion ohne Sonde
22659-7;Isoleucin [Mol/Volumen] in Zerebrospinalflüssigkeit
22467-5;Respiratorisches Synzytial-Virus IgM-Antikörper [Titer] in Serum
14542-5;Masern-Virus Antigen [Nachweis] in Urinsediment mit Immunfluoreszenztest
343-4;Latamoxef [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)
41715-4;Rosaramicin [Empfindlichkeit] mit Agardiffusion
14588-8;Alkalische Phosphatase-Isoenzyme [Interpretation] in Serum oder Plasma
16311-3;Aceton [Masse/Volumen] in Körperflüssigkeit
75408-5;Hepatitis-B-Virus e Antigen [Nachweis] in Serum, Plasma oder Blut mit Immunoassay-Schnelltest
15336-1;Anderes Antibiotikum [Empfindlichkeit] mit bakterizider Aktivität im Serum
19140-3;Phospholipid Antikörper [Nachweis] in Serum
52959-4;Clobazam [Nachweis] in Urin
71781-9;Rift-Valley-Fieber-Virus IgM-Antikörper [Nachweis] in Serum mit Immunoassay
53087-3;Calcium.ionisiert [Mol/Volumen] angepasst an pH 7,4 in nicht-biologischer Flüssigkeit
16454-1;Beta-Galactosidase [Enzymaktivität/Volumen] in Blut
39480-9;Glucose [Mol/Volumen] in venösem Blut
30274-5;Adefovir [Empfindlichkeit] mit phänotypischer Methode
32354-3;Hämatokrit [Volumenfraktion] von arteriellem Blut
40620-7;Kohlenstoffdioxid [Partialdruck] angepasst an aktuelle Körpertemperatur des Patienten oder der Patientin in Kapillarblut
25754-3;Rotavirus IgG-Antikörper [Einheiten/Volumen] in Serum mit Immunoassay
40488-9;Glucose/Creatinin [Verhältnis] in Urin
40720-5;Hämoglobin C [Nachweis] in Blut
1006-6;Direkt-Antiglobulintest.IgG-spezifisches Reagenz [Interpretation] auf Erythrozyten
46711-8;(Brassica oleracea var italica+Daucus carota+Phaseolus vulgaris+Pisum sativum+Zea mays) IgE-Antikörper [Einheiten/Volumen] in Serum mit Multidisk
9541-4;Legionella pneumophila 1 IgG-Antikörper [Titer] in Serum mit Immunfluoreszenztest
50526-3;Parathormon.intakt [Masse/Volumen] in Serum oder Plasma --2. Probenmaterial
25162-9;Hyaline Zylinder [Nachweis] in Urinsediment mit Lichtmikroskopie
6783-5;IgM [Masse/Volumen] in Urin mit Elektrophorese
7070-6;Prunus dulcis IgG-Antikörper [Einheiten/Volumen] in Serum
16056-4;Nicotiana tabacum IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
43951-3;CD2-Zellen [#/Volumen] in Gewebe
43820-0;Bilirubin.direkt [Nachweis] in Serum oder Plasma
32584-5;Propionylglycin [Nachweis] in Urin
96520-2;Ilheus-Virus IgG-Antikörper [Nachweis] in Probenmaterial mit Immunoassay
59365-7;Leptospira interrogans sv Mini Antikörper [Titer] in Serum mit Agglutination
49147-2;Rickettsia prowazekii IgM-Antikörper [Titer] in Körperflüssigkeit
52775-4;Gerinnungszeit.intrinsisches Gerinnungssystem aktivitiert.Heparin insensitiv von Blut mit Rotational TEG
32605-8;Leptospira sp Antikörper [Titer] in Serum --2. Probenmaterial
54195-3;Mezlocillin+Sulbactam [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)
42219-6;Chrom [Mol/Volumen] in Urin
47299-3;DNA-Doppelstrang Antikörper [Einheiten/Volumen] in Serum mit Farr-Methode
17586-9;Sjögren-Syndrom-B extrahierbarer nukleärer Antikörper [Nachweis] in Serum mit Immunfluoreszenztest
18312-9;Thrombozytensatellitismus [Nachweis] in Blut mit Lichtmikroskopie
6317-2;Bordetella sp identifiziert in Probenmaterial mit erregerspezifischer Kultur
33526-5;Reptilasezeit.Faktorsubstitution von thrombozytenarmem Plasma mit Gerinnungstest --sofort nach Zugabe von normalem Plasma
50426-6;Corticotropin [Masse/Volumen] in Plasma --20 Minuten nach 100 µg CRH intravenös
50510-7;Lutropin [Einheiten/Volumen] in Serum oder Plasma --2. Probenmaterial
81101-8;Leptospira interrogans sv Copenhageni Antikörper [Titer] in Serum mit Agglutination
33050-6;Pseudocholinesterase-Phänotyp [Nachweis oder Identität] in Serum oder Plasma
564-5;Kolonienanzahl [#] in Probenmaterial mit visueller Zählung
24385-7;Cardiolipin IgG-Antikörper [Nachweis] in Serum mit Immunoassay
5774-5;Calciumoxalat-Kristalle [Nachweis] in Urinsediment mit Lichtmikroskopie
354-1;Neomycin [Empfindlichkeit] mit minimaler letaler Konzentration (MLK)
25109-0;Hydroxylysin/Creatinin [Molverhältnis] in Urin
15017-7;Alkalische Phosphatase.regan/Alkalische Phosphatase.gesamt in Serum oder Plasma
7944-2;Lassa-Virus IgM-Antikörper [Nachweis] in Serum mit Immunoassay
25196-7;Ethionamid 5 µg/mL [Empfindlichkeit] mit Methode für langsam wachsende Mykobakterien
18411-9;Rhizopus nigricans IgG-Antikörper [Einheiten/Volumen] in Serum
53885-0;Parvovirus B19 IgG-Antikörper [Einheiten/Volumen] in Körperflüssigkeit
34393-9;(Actinidia chinensis+Rindfleisch+Pandalus borealis+Sesamum indicum) IgE-Antikörper [Nachweis] in Serum mit Multidisk
15675-2;Chrysanthemum leucanthemum IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
52914-9;Bor [Mol/Volumen] in Serum oder Plasma
26406-9;Aspergillus fumigatus IgG4-Antikörper-RAST-Klasse [Nachweis] in Serum
30085-5;Legionella pneumophila IgG-Antikörper [Einheiten/Volumen] in Serum
15901-2;Carica papaya IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
6916-1;Chlamydophila psittaci IgG-Antikörper [Titer] in Serum mit Immunfluoreszenztest
10726-8;Toxoplasma gondii [Nachweis] in Gewebe mit Giemsa-Färbung
14646-4;Cholesterol in HDL [Mol/Volumen] in Serum oder Plasma
19312-8;Trizyklische Antidepressiva [Nachweis] in Urin mit Screening
29912-3;Magnesium [Masse/Zeit] in Stuhl
27042-1;Methohexital [Masse/Volumen] in Serum oder Plasma
3937-0;Phencyclidin [Masse/Volumen] in Urin
35815-0;Gemifloxacin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)
30068-1;Alanin/Creatinin [Verhältnis] in Urin
10633-6;Zink [Mol/Volumen] in Sperma
32358-4;Oligoklonale Banden [Nachweis] in Zerebrospinalflüssigkeit
27923-2;Koenzym Q10 [Masse/Volumen] in Serum oder Plasma
35270-8;Candida sp Antikörper [Nachweis] in Serum mit Immundiffusion
15780-0;Carpinus betulus IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
5842-0;Enterovirus identifiziert in Stuhl mit erregerspezifischer Kultur
16843-5;Ethanol [Masse/Volumen] in Körperflüssigkeit
18721-1;Therapeutische Arzneimittelüberwachung
3004-9;Thiocyanat [Masse/Volumen] in Urin
21465-0;Plasmodium falciparum Antikörper [Titer] in Serum mit Immunfluoreszenztest
25561-2;11-Desoxycorticosteron [Mol/Volumen] in Serum oder Plasma
31860-0;Influenza-Virus A+B Antigen [Nachweis] im Rachen
16071-3;Vanilla planifolia IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
49193-6;California-Enzephalitis-Virus IgM-Antikörper [Titer] in Zerebrospinalflüssigkeit
13062-5;Thrombozyten IgA-Antikörper [Einheiten/Volumen] in Serum
30568-0;Toxoplasma gondii IgG-Antikörper [Nachweis] in Zerebrospinalflüssigkeit mit Immunoassay
29514-7;3-Hydroxyisovalerat/Creatinin [Molverhältnis] in Urin
471-3;Sulfisoxazol [Empfindlichkeit] mit minimaler letaler Konzentration (MLK)
10162-6;Anamnese früherer Schwangerschaften - Freitext
94379-5;Enterobacter cloacae-Komplex DNA [Nachweis] in Probenmaterial aus dem unteren Respirationstrakt mit Nukleinsäureamplifikation mit Sondendetektion
51584-1;Unreife Granulozyten [#/Volumen] in Blut
49551-5;Creatinkinase.MB-Typ [Masse/Volumen] in Blut
6186-1;Urtica dioica IgE-Antikörper [Einheiten/Volumen] in Serum
30081-4;IgD [Nachweis] in Serum mit Immunfixation
40571-2;Basophile [#/Volumen] in Körperflüssigkeit mit manueller Zählung
50762-4;A-IgM-Antikörper [Titer] in Serum oder Plasma
5259-7;Myelin-basisches Protein Antikörper [Titer] in Serum mit Immunfluoreszenztest
86858-8;Dengue-Virus 2 neutralisierender Antikörper [Titer] in Probenmaterial mit Neutralisationstest
5012-0;Hepatitis-C-Virus RNA [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion
6898-1;Diltiazem [Masse/Volumen] in Serum oder Plasma
25199-1;Rifabutin 1 µg/mL [Empfindlichkeit] mit Methode für langsam wachsende Mykobakterien
32102-6;Paroxetin [Nachweis] in Probenmaterial
22518-5;Salmonella paratyphi A H Antikörper [Titer] in Serum
792-2;Erythrozyten [#/Volumen] in Zerebrospinalflüssigkeit mit manueller Zählung
35875-4;Herpes-simplex-Virus Typ 1+2 Antikörper [Einheiten/Volumen] in Zerebrospinalflüssigkeit
87797-7;Sulfathiazol [Empfindlichkeit]
34277-4;Cystein [Mol/Volumen] in Urin
14184-6;Atropin [Nachweis] in Urin
73618-1;Marbofloxacin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)
50794-7;Osmotische Resistenz - Beginnende Hämolyse von Erythrozyten
43949-7;CD2-Zellen [#/Volumen] in Zerebrospinalflüssigkeit
41467-2;Benzodiazepine/Creatinin [Massenverhältnis] in Urin
35829-1;Pirlimycin [Empfindlichkeit] mit Agardiffusion
2671-6;Normetanephrin [Masse/Zeit] in 24-Stunden-Urin
15408-8;Thallium [Masse/Masse] in Haar
45136-9;Endomysium IgG-Antikörper [Einheiten/Volumen] in Serum
32528-2;CD3-Zellen [#/Volumen] in Knochenmark
75880-5;14-3-3-eta Antigen [Masse/Volumen] in Serum mit Immunoassay
15581-2;Blomia tropicalis IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
31101-9;Creatinin [Masse/Zeit] in 24-Stunden-Körperflüssigkeit
85628-6;Neisseria meningitidis sodC-Gen [Nachweis] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion
72869-1;Mycobacterium leprae gyrA-Gen Mutation zu Fluorchinolon-Resistenz [Nachweis], molekulargenetisch
18282-4;Cannabinoide [Nachweis] in Urin mit Screening
43411-8;Bakterien identifiziert in Aspirat mit Kultur
34434-1;Lutropin/Follitropin [Verhältnis] in Serum oder Plasma
18412-7;Stemphylium botryosum IgG-Antikörper [Einheiten/Volumen] in Serum
39156-5;Body Mass Index (BMI) [Verhältnis]
15010-2;Aldosteron [Mol/Volumen] in Urin
230-3;Enoxacin [Empfindlichkeit] mit Agardiffusion
50504-0;Insulin [Einheiten/Volumen] in Serum oder Plasma --4. Probenmaterial
38435-4;Terminale Deoxyribonucleotidyl-Transferase-Zellen/100 Zellen in Probenmaterial
2657-5;Nitrit [Masse/Volumen] in Urin
34244-4;Arsen [Mol/Zeit] in 24-Stunden-Urin
24485-5;(Alternaria alternata+Aspergillus fumigatus+Cladosporium herbarum+Penicillium notatum) IgE-Antikörper-RAST-Klasse [Nachweis] in Serum mit Multidisk
97-6;Cefonicid [Empfindlichkeit] mit Agardiffusion
13995-6;Gamma-Globulin/Protein.gesamt in Urin mit Elektrophorese
70266-2;Creatinin in Peritonealflüssigkeit/Creatinin in Serum
58761-8;Coxiella burnetii Phase 2 IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit mit Immunfluoreszenztest
38377-8;Cryptococcus neoformans [Nachweis] in Probenmaterial mit erregerspezifischer Kultur
12731-6;Interferon alpha [Einheiten/Volumen] in Serum oder Plasma
49415-3;JC-Virus DNA [#/Volumen] (Viruslast) in Knochenmark mit Nukleinsäureamplifikation mit Sondendetektion
51486-9;Epithelzellen.squamös [#/Volumen] in Urin mit automatisierter Zählung
15199-3;Mikrozyten [Nachweis] in Blut mit automatisierter Zählung
94511-3;SARS-CoV-2 (COVID-19) ORF1ab-Region [Zyklusschwellenwert #] in Probenmaterial mit Nukleinsäureamplifikation mit Sondendetektion
88267-0;Proteus sp atpD-Gen [Nachweis] in positiver Blutkultur mit Sonde
94562-6;SARS-CoV-2 (COVID-19) IgA-Antikörper [Nachweis] in Serum oder Plasma mit Immunoassay
28586-6;4-Hydroxyphenyllactat/Creatinin [Verhältnis] in Urin
98847-7;SARS-Coronavirus-2-stimulierte Gamma-Interferon-Freisetzung durch Lymphozyten [Einheiten/Volumen] mit Korrektur des Hintergrundsignals in Blut mit Immunoassay
225-3;Doxycyclin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)
4498-2;Komplement C4 [Masse/Volumen] in Serum oder Plasma
96531-9;Oropouche-Virus IgM-Antikörper [Nachweis] in Probenmaterial mit Immunoassay
49393-2;Herpes-Virus Typ 6 DNA [#/Volumen] (Viruslast) in Urin mit Nukleinsäureamplifikation mit Sondendetektion
34709-6;Chlamydia trachomatis Antigen [Nachweis] in Nasopharynx
71708-2;Marburg-Virus Antigen [Nachweis] in Probenmaterial mit Immunoassay
44541-1;HTLV 2 DNA [Nachweis] in Blut mit Sonde
3494-2;Clonazepam [Masse/Volumen] in Serum oder Plasma
10888-6;Triacylglycerid-Lipase [Enzymaktivität/Volumen] in Urin
35073-6;Basophile [#/Volumen] in Peritonealflüssigkeit
50468-8;C-Peptid [Mol/Volumen] in Serum oder Plasma --8. Probenmaterial
21509-5;Saint-Louis-Enzephalitis-Virus IgG-Antikörper [Titer] in Zerebrospinalflüssigkeit mit Immunfluoreszenztest
15212-4;Triacylglycerid-Lipase [Enzymaktivität/Volumen] in Körperflüssigkeit
93788-8;F5-Gen HR2 Haplotyp [Genotyp] in Blut, molekulargenetisch - Nominal
16139-8;Neuronaler nukleärer Antikörper [Titer] in Zerebrospinalflüssigkeit
14675-3;Cortisol [Mol/Volumen] in Serum oder Plasma
33258-5;Thyreotropin [Einheiten/Volumen] in Serum oder Plasma --30 Minuten nach Dosis TRH
5279-5;Plasmodium sp Antikörper [Einheiten/Volumen] in Serum
40679-3;Treponema pallidum IgG-Antikörper [Nachweis] in Serum mit Immunoblot
32667-8;Borrelia burgdorferi DNA [Nachweis] in Blut mit Nukleinsäureamplifikation mit Sondendetektion
26036-4;Staphylococcus aureus Enterotoxin A IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
9424-3;Interzellularsubstanz Antikörper [Titer] in Serum
23153-0;Leishmania sp Antikörper [Nachweis] in Serum mit Immunoassay
8099-4;Thyreoperoxidase Antikörper [Einheiten/Volumen] in Serum oder Plasma
45125-2;Vesikuläre-Stomatitis-Alagoas-Virus Antigen [Nachweis] in Probenmaterial mit Komplementbindungsreaktion
13454-4;Calcium-Phosphat-Produkt [(Mol/Volumen) hoch 2] in Serum oder Plasma
76487-8;IgA [Mol/Volumen] in Serum oder Plasma
15588-7;Bromelin IgE-Antikörper-RAST-Klasse [Nachweis] in Serum
14044-2;Cortison [Masse/Zeit] in 24-Stunden-Urin
3084-1;Harnsäure [Masse/Volumen] in Serum oder Plasma
29322-5;Rickettsia typhi IgM-Antikörper [Nachweis] in Körperflüssigkeit
2991-8;Testosteron frei [Masse/Volumen] in Serum oder Plasma
456-4;Spiramycin [Empfindlichkeit] mit minimaler Hemmkonzentration (MHK)
41416-9;Echinococcus sp Antikörper [Nachweis] in Serum mit Immunoblot
25326-0;Aspargin [Mol/Zeit] in 24-Stunden-Urin
39784-4;Porphyrine [Mol/Volumen] in Erythrozyten
33303-9;Phoma betae IgG-Antikörper-RAST-Klasse [Nachweis] in Serum
5864-4;Influenza-Virus B Antigen [Nachweis] im Rachen mit Immunoassay
22151-5;Brucella abortus IgM-Antikörper [Einheiten/Volumen] in Serum
15253-8;(Allium cepa+Allium sativum+Apium graveolens+Lycopersicon lycopersicum+Hefe) IgE-Antikörper [Nachweis] in Serum mit Multidisk
25959-8;Methionin/Creatinin [Molverhältnis] in 24-Stunden-Urin
27941-4;Lactat [Masse/Volumen] in Zerebrospinalflüssigkeit
11115-3;Neutrophile/100 Zellen in Knochenmark mit manueller Zählung
25534-9;Teicoplanin [Mol/Volumen] in Serum oder Plasma --Spitze
15359-3;dRVVT aktuell/normal (normalisiertes Lupus-Antikoagulans-Screening)
11078-3;HIV-2 gp80 Antikörper [Nachweis] in Serum mit Immunoblot
26614-8;Taurin [Mol/Volumen] in Zerebrospinalflüssigkeit
94761-4;SARS-CoV-2 (COVID-19) IgG-Antikörper [Nachweis] in Trockenblut mit Immunoassay
43846-5;Chlamydophila sp Antikörper [Interpretation] in Serum
30999-7;Phleum pratense rekombinant (rPhl p) 7 IgE-Antikörper [Einheiten/Volumen] in Serum
6501-1;Neisseria meningitidis Serogruppe C Antigen [Nachweis] in Probenmaterial mit Immunfluoreszenztest
31494-8;Lymphozytisches Choriomeningitis-Virus IgM-Antikörper [Einheiten/Volumen] in Zerebrospinalflüssigkeit
32597-7;Natamycin [Empfindlichkeit]
16948-2;Herpes-simplex-Virus Typ 1 IgG-Antikörper [Einheiten/Volumen] in Zerebrospinalflüssigkeit
31853-5;Herpes-simplex-Virus Antigen [Nachweis] in Serum
1884-6;Apolipoprotein B [Masse/Volumen] in Serum oder Plasma
